claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_weight,fraud,latitude,longitude
20242,35.0,M,1.0,77,35542.0,1,1,Own,Parking Lot,0,0.0,77,Phone,0,4056.766698,2.0,Compact,18757.09907,17598.27271,1,39.83,-105.06
6736,36.0,M,1.0,88,35850.0,1,0,Own,Local,0,0.0,5,Phone,1,1709.718868,9.0,Medium,41729.61973,7826.865199,0,40.66,-80.24
16504,35.0,F,1.0,90,35558.0,1,1,Rent,Highway,1,0.0,100,Phone,0,3761.793708,5.0,Medium,13880.42273,37876.93967,0,39.69,-104.81
24013,41.0,M,1.0,75,37124.0,1,0,Own,Local,0,0.0,55,Phone,1,3861.565807,3.0,Large,25663.21802,34314.68358,0,40.32,-79.81
13695,37.0,F,0.0,78,36112.0,1,1,Own,Local,0,0.0,3,Broker,0,3933.44562,8.0,Large,13004.8459,13968.4453,0,40.31,-79.79
8283,70.0,F,1.0,88,42493.0,1,1,Own,Parking Lot,1,1.0,57,Phone,0,2053.080176,5.0,Medium,16359.93953,17046.23738,0,39.61,-104.04
25485,34.0,F,0.0,89,35256.0,1,0,Own,Parking Lot,1,0.0,73,Broker,1,4974.085917,5.0,Large,27550.97089,29908.27606,0,39.84,-104.92
11634,55.0,M,1.0,55,40085.0,0,0,Own,Parking Lot,0,0.0,76,Phone,0,9201.395583,2.0,Large,52567.45088,15176.06022,0,38.92,-77.35
25594,73.0,M,0.0,99,42902.0,1,1,Own,Local,0,0.0,89,Broker,1,2909.80331,4.0,Large,37922.2182,32809.64449,0,38.67,-77.99
16397,69.0,F,1.0,58,42335.0,0,1,Own,Local,0,0.0,59,Broker,1,7135.747358,2.0,Medium,14824.40375,25590.41975,1,33.55,-112.13
14982,30.0,M,0.0,71,33984.0,0,0,Rent,Highway,1,0.0,9,Broker,1,6365.818804,4.0,Compact,20960.25943,47631.95336,0,39.88,-104.8
802,54.0,M,1.0,92,39884.0,1,1,Own,Parking Lot,0,0.0,85,Phone,1,4132.540605,7.0,Medium,39068.95503,10290.70426,0,40.54,-79.8
19090,43.0,F,0.0,87,37600.0,1,0,Rent,Local,0,0.0,62,Broker,1,4192.065326,7.0,Medium,46888.53333,27154.42354,0,39.11,-77.69
24830,57.0,M,1.0,93,40415.0,1,0,Own,Parking Lot,0,0.0,39,Phone,0,3055.435201,6.0,Large,8192.421799,8162.620896,0,39.66,-104.84
28715,57.0,F,1.0,78,40419.0,0,0,Rent,Local,0,0.0,99,Broker,0,5443.804563,5.0,Large,44106.996,16511.64365,0,40.12,-79.86
17283,47.0,F,1.0,82,38512.0,1,0,Rent,Local,0,0.0,0,Phone,1,1984.303624,1.0,Large,24863.92038,28812.53397,0,33.46,-111.98
11337,31.0,F,0.0,79,34330.0,1,0,Rent,Local,0,0.0,99,Phone,1,4307.514164,1.0,Compact,14901.17839,27229.82456,0,38.97,-77.64
16048,47.0,M,1.0,93,38482.0,1,1,Rent,Parking Lot,0,0.0,57,Broker,0,9177.654028,8.0,Compact,35273.0959,20053.28574,0,40.51,-80.34
5101,32.0,M,1.0,50,34649.0,0,0,Own,Parking Lot,0,1.0,57,Broker,1,6937.211495,5.0,Medium,51164.95362,16769.58211,0,33.46,-111.98
9633,29.0,M,0.0,71,33693.0,0,1,Rent,Parking Lot,0,0.0,10,Online,0,3098.770856,6.0,Large,22333.28312,19612.40063,0,33.59,-112.11
10561,43.0,F,1.0,85,37612.0,0,0,Rent,Local,0,0.0,48,Phone,0,3184.952421,5.0,Medium,23089.8624,27024.95167,0,41.65,-93.47
15391,39.0,F,1.0,83,36645.0,1,1,Rent,Highway,0,0.0,7,Broker,1,8874.33325,7.0,Compact,26675.38167,32114.90712,0,40.61,-80.25
25450,23.0,F,0.0,80,31358.0,1,0,Rent,Parking Lot,0,0.0,75,Online,0,2014.041161,6.0,Compact,10421.35616,47686.34649,0,41.71,-94.92
3814,26.0,F,1.0,86,32578.0,1,1,Rent,Highway,1,1.0,2,Online,1,11794.33432,3.0,Medium,12007.36271,17575.08591,0,39.77,-105.09
12720,29.0,F,1.0,84,33682.0,1,0,Rent,Local,0,1.0,65,Phone,1,1922.808135,8.0,Large,28313.54703,17046.98536,0,38.84,-77.44
19970,40.0,F,1.0,63,36877.0,1,0,Own,Local,0,0.0,18,Phone,1,3990.271072,5.0,Large,37641.28998,17820.83827,0,40.38,-80.39
29561,66.0,M,1.0,75,41907.0,1,0,Own,Local,0,1.0,59,Phone,1,5360.473612,3.0,Large,35653.51806,29947.12576,0,33.44,-112.07
17699,57.0,M,1.0,80,40428.0,1,1,Own,Highway,0,1.0,14,Phone,1,3160.978642,4.0,Medium,8355.600188,15901.43829,0,39.69,-104.81
14604,54.0,F,1.0,79,39897.0,1,1,Own,Highway,0,0.0,86,Phone,1,4184.099661,6.0,Medium,15985.00558,20579.33717,0,39.61,-104.04
6911,56.0,M,1.0,83,40256.0,1,1,Rent,Highway,0,0.0,74,Broker,1,5339.114663,5.0,Medium,17419.68188,31311.71911,1,38.84,-77.44
15620,28.0,M,1.0,59,33309.0,1,0,Rent,Local,0,0.0,35,Online,1,7339.798834,4.0,Large,11195.73032,55713.60209,0,40.61,-80.25
9947,41.0,F,1.0,82,37130.0,1,1,Own,Parking Lot,0,1.0,36,Broker,1,4046.375441,8.0,Medium,13407.23452,17564.42411,0,33.45,-111.97
9806,36.0,F,1.0,43,35829.0,1,1,Own,Highway,0,0.0,95,Phone,0,3524.514679,11.0,Compact,31345.55621,16770.14534,0,38.92,-77.35
22870,41.0,F,1.0,44,37144.0,1,1,Own,Local,0,0.0,1,Broker,1,3916.187614,4.0,Compact,22091.5672,28544.64257,0,33.45,-112.01
333,57.0,M,1.0,85,40427.0,1,0,Own,Local,1,1.0,43,Broker,1,11038.533,6.0,Compact,15279.99808,13762.47316,0,41.85,-94.01
3716,43.0,M,1.0,85,37603.0,1,1,Rent,Highway,0,1.0,16,Broker,1,2125.093097,5.0,Compact,17996.13242,30904.66292,0,40.12,-79.86
23504,40.0,F,0.0,89,36890.0,0,0,Own,Parking Lot,0,0.0,0,Broker,1,2051.09125,8.0,Large,7786.340294,36579.88244,0,40.63,-79.88
12562,46.0,M,1.0,92,38301.0,1,0,Own,Local,0,0.0,96,Broker,0,2896.010123,5.0,Medium,12746.29533,20345.97784,0,39.84,-104.92
29018,29.0,F,1.0,51,33679.0,0,1,Rent,Highway,0,0.0,2,Online,0,3335.321868,5.0,Medium,14070.03362,20025.24952,0,41.51,-93.48
7669,26.0,F,0.0,81,32594.0,0,0,Own,Local,0,0.0,18,Broker,0,5304.842641,4.0,Medium,21780.45047,16816.68954,0,39.88,-105.05
19657,32.0,F,1.0,74,34673.0,0,0,Own,Parking Lot,1,0.0,49,Broker,1,3212.34881,3.0,Compact,14948.71636,17513.39463,0,38.92,-77.35
7729,46.0,M,1.0,94,38285.0,1,0,Own,Local,2,0.0,47,Broker,1,6088.381585,5.0,Large,19618.82799,15679.81533,0,39.82,-105.1
25712,43.0,F,1.0,74,37590.0,1,1,Own,Parking Lot,0,0.0,85,Broker,1,3585.567332,5.0,Compact,19736.56747,10858.1414,0,39.69,-104.81
8453,40.0,F,0.0,98,36894.0,0,1,Rent,Local,4,1.0,27,Phone,1,4461.99296,9.0,Compact,40669.09504,64962.04171,0,33.5,-112.1
15184,59.0,F,0.0,76,40777.0,0,0,Own,Parking Lot,2,0.0,44,Broker,1,4149.736998,3.0,Compact,6617.572833,18776.28038,0,39.77,-105.09
8242,29.0,F,1.0,92,33693.0,1,1,Own,Parking Lot,1,1.0,0,Broker,1,4564.900614,5.0,Compact,17386.86887,11031.46926,0,40.23,-79.95
13312,40.0,M,1.0,62,36895.0,1,0,Rent,Highway,0,1.0,6,Broker,1,3768.537608,3.0,Medium,17818.44139,18490.54297,0,33.55,-112.13
5537,37.0,F,0.0,66,36115.0,1,1,Own,Parking Lot,4,0.0,92,Phone,1,8046.577531,6.0,Large,15960.81357,11506.12833,0,41.5,-94.52
2979,37.0,M,1.0,71,36099.0,0,1,Rent,Local,0,0.0,49,Broker,0,3851.327238,9.0,Medium,8561.837598,33533.35152,0,39.83,-105.06
22331,41.0,M,1.0,67,37143.0,0,1,Rent,Local,1,0.0,16,Broker,1,2977.873959,10.0,Large,27267.57984,4219.312955,1,38.79,-77.53
10907,40.0,M,0.0,49,36889.0,1,1,Own,Highway,1,0.0,50,Phone,0,3371.430191,1.0,Compact,33220.18358,16263.57219,0,41.65,-93.47
22797,43.0,F,1.0,87,37618.0,0,0,Own,Local,0,0.0,82,Broker,1,2602.246742,2.0,Large,12738.64497,5033.47243,0,42.03,-94.14
15052,50.0,M,1.0,62,39106.0,1,0,Rent,Local,3,1.0,5,Phone,1,6280.106917,7.0,Large,11304.26562,33472.73003,0,39.69,-104.69
28790,42.0,M,0.0,75,37377.0,1,0,Own,Local,0,0.0,6,Broker,0,3509.122508,3.0,Compact,18240.07757,25998.15643,0,42.03,-93.65
24165,37.0,F,1.0,76,36113.0,1,1,Rent,Parking Lot,0,0.0,0,Broker,1,4960.978651,2.0,Large,24610.60077,44645.98839,0,40.29,-79.88
21575,44.0,F,1.0,74,37831.0,1,0,Rent,Highway,1,1.0,89,Phone,1,4941.217745,4.0,Medium,29420.533,37345.2924,0,33.57,-112.05
11003,31.0,M,1.0,79,34328.0,1,1,Own,Parking Lot,1,0.0,95,Broker,1,5063.752909,5.0,Compact,20275.15656,25234.67246,0,39.85,-105.13
17369,49.0,M,1.0,68,38922.0,1,1,Own,Parking Lot,0,0.0,67,Broker,0,5944.881938,2.0,Medium,34373.57333,23091.28685,0,41.65,-93.47
17221,41.0,F,0.0,71,37150.0,1,1,Rent,Highway,2,1.0,4,Broker,1,4019.284478,3.0,Compact,34011.62463,25083.97497,0,38.92,-77.35
2189,39.0,M,1.0,90,36640.0,0,0,Own,Parking Lot,0,0.0,32,Broker,0,8315.87622,1.0,Medium,36365.67479,4208.538681,0,40.68,-80.25
28010,44.0,M,1.0,43,37833.0,0,0,Own,Local,0,0.0,100,Broker,1,4507.162405,6.0,Large,30600.74505,15810.86589,0,38.63,-77.67
15038,27.0,M,0.0,92,32964.0,0,1,Rent,Local,1,0.0,5,Phone,0,1928.693659,6.0,Medium,9536.386096,74825.27023,0,40.12,-79.86
16641,33.0,F,1.0,60,34962.0,1,1,Own,Parking Lot,0,0.0,88,Broker,0,7408.006287,3.0,Compact,31799.97414,19973.32354,0,33.55,-112.13
26759,31.0,F,1.0,55,34343.0,0,1,Rent,Local,0,0.0,51,Phone,0,8876.996706,10.0,Large,30167.58576,40988.26957,0,33.57,-112.05
23774,53.0,M,1.0,92,39717.0,1,1,Own,Parking Lot,0,0.0,50,Broker,1,3450.747793,7.0,Large,20195.60529,23460.44741,0,33.56,-112.0
14218,32.0,M,1.0,57,34666.0,1,1,Rent,Local,0,1.0,49,Broker,0,3732.713921,6.0,Large,42412.11758,13358.98223,0,39.13,-77.71
21533,35.0,F,1.0,88,35574.0,1,1,Own,Local,0,0.0,6,Phone,0,5486.90001,5.0,Large,4014.704375,20605.66003,1,40.38,-80.36
19231,48.0,M,0.0,89,38708.0,1,1,Own,Parking Lot,1,0.0,46,Broker,1,6401.316811,7.0,Compact,14695.56945,15953.37018,0,39.69,-104.81
26417,54.0,F,0.0,85,39874.0,1,1,Own,Local,1,0.0,94,Phone,1,7275.150243,2.0,Large,20834.2071,24644.91024,0,40.76,-80.32
12295,42.0,F,0.0,77,37385.0,1,1,Rent,Local,0,0.0,50,Broker,0,7706.825274,6.0,Compact,38430.51307,16328.81587,1,38.74,-77.48
22960,47.0,M,1.0,88,38499.0,0,1,Rent,Local,0,0.0,50,Broker,1,1804.17616,7.0,Large,18330.47523,9319.953034,0,33.39,-112.03
2539,39.0,M,1.0,88,36632.0,0,1,Own,Parking Lot,0,0.0,64,Phone,1,1400.46224,6.0,Medium,12132.42515,35174.35524,1,41.36,-93.47
3006,34.0,F,1.0,79,35248.0,1,0,Rent,Highway,0,1.0,29,Broker,1,4155.671848,7.0,Compact,15506.07176,31958.04868,0,33.63,-112.09
2298,47.0,F,0.0,77,38504.0,1,1,Own,Parking Lot,0,0.0,60,Broker,1,5415.500056,4.0,Large,13226.53147,42883.44187,0,39.36,-104.6
6,38.0,M,1.0,95,36380.0,1,0,Rent,Highway,0,1.0,7,Broker,0,4541.38715,7.0,Medium,38060.21122,25876.56319,0,42.47,-93.64
24009,36.0,F,1.0,56,35817.0,1,1,Rent,Local,0,0.0,43,Broker,0,5723.50636,2.0,Medium,23998.07018,17197.8237,1,39.79,-105.11
17922,31.0,M,1.0,85,34334.0,0,1,Own,Local,0,1.0,27,Online,1,1840.050903,4.0,Large,38918.06498,13523.07434,0,38.97,-77.64
549,31.0,F,0.0,85,34344.0,1,1,Own,Local,0,0.0,70,Broker,0,5814.405975,6.0,Medium,18779.70609,18238.15788,0,40.55,-80.23
19539,33.0,M,1.0,59,34957.0,1,0,Own,Local,2,0.0,26,Phone,1,7395.682892,6.0,Compact,7987.667572,18602.74924,0,40.25,-79.93
15828,38.0,F,1.0,39,36375.0,1,1,Rent,Highway,1,0.0,61,Phone,1,9525.29991,3.0,Compact,32616.88363,12300.26097,1,33.45,-112.01
10425,47.0,F,0.0,96,38502.0,1,1,Own,Parking Lot,1,0.0,94,Phone,0,5882.993987,2.0,Medium,33627.74619,5730.890015,0,39.06,-77.39
25066,28.0,M,1.0,81,33316.0,0,0,Rent,Parking Lot,0,0.0,32,Online,1,2763.353172,1.0,Medium,23353.59923,32829.74275,0,41.72,-93.6
1943,23.0,M,0.0,76,31346.0,1,1,Rent,Local,0,0.0,1,Online,1,3451.270584,5.0,Compact,30558.79243,27777.94723,0,40.35,-80.1
28834,35.0,M,1.0,55,35566.0,1,0,Rent,Local,2,0.0,20,Phone,1,4788.290333,4.0,Medium,10931.662,57994.34189,0,40.17,-79.86
1317,33.0,M,0.0,54,34960.0,0,1,Own,Local,0,1.0,93,Broker,0,3515.135513,11.0,Compact,12794.27637,10305.98198,0,33.67,-111.95
16224,48.0,M,0.0,44,38714.0,1,1,Rent,Local,0,0.0,92,Broker,1,5674.536369,6.0,Large,27160.93915,6397.037938,0,39.69,-104.81
22920,31.0,M,1.0,87,34332.0,1,0,Rent,Parking Lot,0,0.0,93,Broker,1,9236.864917,6.0,Compact,12244.49978,55544.55096,0,40.35,-79.89
8108,36.0,F,0.0,85,35835.0,1,1,Rent,Parking Lot,0,0.0,97,Phone,1,5214.96211,6.0,Large,18311.76401,33435.46559,0,39.47,-103.95
23926,44.0,F,1.0,89,37847.0,1,1,Own,Highway,0,0.0,2,Broker,1,4758.083804,2.0,Medium,9687.74833,9052.678118,0,39.0,-77.4
14703,39.0,F,1.0,78,36637.0,0,1,Rent,Parking Lot,1,0.0,58,Phone,1,5755.951897,4.0,Compact,14385.15238,29132.84738,0,33.45,-111.97
8640,40.0,F,1.0,47,36875.0,0,1,Own,Local,0,0.0,44,Broker,0,5157.30691,2.0,Medium,31628.3668,27174.36468,0,33.68,-112.09
8822,50.0,M,0.0,85,39125.0,0,0,Rent,Highway,1,1.0,28,Broker,1,3707.613383,5.0,Large,11172.32931,7788.253368,0,39.96,-105.02
22927,46.0,M,1.0,80,38269.0,1,1,Rent,Parking Lot,0,0.0,49,Online,1,5270.958431,9.0,Compact,38735.60403,20343.3681,0,39.04,-77.48
26607,48.0,F,0.0,65,38720.0,0,1,Own,Highway,2,0.0,28,Phone,1,9300.480116,7.0,Medium,6846.569352,19088.6473,1,40.63,-79.88
15783,51.0,F,0.0,90,39324.0,1,1,Rent,Local,0,0.0,51,Broker,0,6959.442319,4.0,Large,45911.79385,54317.40353,0,41.81,-93.61
23842,52.0,M,1.0,93,39507.0,1,0,Own,Parking Lot,0,0.0,1,Phone,0,5267.599291,12.0,Compact,32449.10442,16792.89102,0,39.77,-105.09
6824,33.0,F,0.0,89,34956.0,1,0,Own,Parking Lot,0,0.0,63,Broker,1,6241.381742,3.0,Compact,14096.81956,17476.00572,0,33.56,-112.09
29879,31.0,M,1.0,24,34326.0,1,1,Own,Parking Lot,0,0.0,12,Phone,1,1949.322427,10.0,Medium,10381.27326,15826.37971,0,33.62,-112.0
26739,32.0,F,0.0,73,34644.0,1,0,Rent,Local,2,0.0,1,Broker,1,1417.850664,8.0,Compact,12649.20769,15494.48118,1,41.65,-93.47
23640,36.0,M,1.0,91,35838.0,0,1,Own,Parking Lot,0,0.0,46,Broker,1,2379.714987,1.0,Medium,24331.5083,18801.23269,0,39.88,-105.05
24274,42.0,F,1.0,62,37379.0,0,1,Rent,Highway,1,1.0,7,Phone,1,2562.284609,5.0,Medium,51050.33339,24871.98984,1,41.85,-94.01
5783,61.0,M,1.0,54,41087.0,0,0,Rent,Local,0,0.0,97,Broker,1,6540.823914,8.0,Compact,32455.09754,48846.78378,0,41.85,-94.01
6390,26.0,F,1.0,87,32584.0,0,0,Rent,Local,2,0.0,78,Online,1,3408.241961,2.0,Medium,7836.509879,7503.145332,0,41.71,-94.92
22301,42.0,M,1.0,85,37351.0,1,0,Own,Local,3,0.0,100,Phone,1,4629.965826,1.0,Large,46079.46649,15305.15392,0,38.87,-77.4
8419,40.0,M,1.0,86,36886.0,1,1,Own,Highway,2,0.0,49,Phone,1,2524.912242,7.0,Medium,24373.30803,22301.32146,0,39.84,-104.92
11588,63.0,M,1.0,81,41420.0,1,1,Rent,Highway,1,1.0,76,Phone,0,5538.34447,6.0,Medium,12441.8827,20387.65806,1,39.11,-77.69
19755,34.0,M,0.0,62,35263.0,1,0,Rent,Local,0,0.0,89,Phone,1,2786.837997,5.0,Compact,31868.66979,24329.66231,1,38.84,-77.44
26078,50.0,F,0.0,94,39110.0,0,1,Rent,Highway,0,1.0,49,Phone,1,3803.590073,2.0,Large,19583.44252,21886.22558,0,40.61,-80.25
22659,46.0,M,0.0,69,38300.0,1,1,Rent,Parking Lot,1,0.0,86,Broker,1,5733.876512,5.0,Compact,17135.43654,20405.7182,0,40.61,-79.74
2987,41.0,M,1.0,87,37162.0,1,1,Rent,Highway,0,0.0,40,Broker,0,7533.668042,6.0,Large,29242.46566,7405.939963,0,42.03,-94.14
13727,48.0,F,1.0,87,38703.0,1,1,Rent,Local,0,1.0,81,Broker,1,5397.693574,5.0,Compact,35579.70696,22474.01759,0,39.13,-77.71
3039,72.0,M,1.0,87,42768.0,1,0,Own,Local,0,0.0,86,Phone,0,4157.836171,8.0,Compact,16365.88624,21680.56243,0,38.96,-77.52
12994,24.0,F,1.0,74,31771.0,1,0,Own,Parking Lot,0,0.0,50,Online,1,2936.77076,5.0,Medium,19921.01561,17752.92537,0,33.35,-112.02
29593,30.0,M,1.0,80,34009.0,1,0,Own,Local,3,0.0,53,Phone,1,2311.194141,0.0,Large,14352.54552,35279.73791,0,41.85,-94.55
1684,41.0,M,0.0,85,37140.0,1,1,Own,Parking Lot,0,0.0,100,Phone,1,4806.993911,7.0,Medium,14914.22058,6361.353243,0,40.35,-79.89
5837,36.0,M,0.0,76,35841.0,1,0,Own,Local,0,0.0,3,Broker,0,5761.140799,6.0,Compact,9810.296124,30050.32162,0,39.11,-77.69
7596,45.0,F,1.0,90,38062.0,1,0,Rent,Parking Lot,4,1.0,34,Broker,1,6874.851071,11.0,Medium,39671.04235,41816.64045,0,40.69,-80.3
16436,48.0,M,1.0,70,38708.0,0,1,Own,Highway,3,0.0,39,Online,1,7574.931962,2.0,Large,17614.89533,16540.59668,0,38.92,-77.35
24533,51.0,F,1.0,77,39311.0,1,1,Rent,Parking Lot,3,0.0,49,Phone,1,6755.093924,7.0,Medium,24739.066,30342.22905,0,40.76,-80.32
12633,28.0,M,0.0,95,33323.0,1,1,Rent,Local,1,0.0,47,Online,0,2121.166852,9.0,Medium,37633.6353,25822.17433,1,41.44,-94.76
23972,44.0,F,1.0,89,37841.0,1,1,Own,Parking Lot,0,0.0,2,Broker,1,3854.516117,5.0,Medium,16111.05932,41548.85968,0,39.04,-77.48
7765,34.0,F,1.0,72,35262.0,1,1,Rent,Local,0,0.0,2,Broker,0,5485.846305,9.0,Large,24085.43371,21039.27249,0,42.02,-93.64
16784,29.0,M,1.0,96,33674.0,1,0,Rent,Local,1,1.0,52,Online,1,5356.086448,6.0,Compact,22672.86225,24794.16257,0,33.45,-112.01
6127,29.0,M,0.0,83,33666.0,1,1,Rent,Local,1,1.0,100,Online,1,4476.690597,2.0,Medium,21921.28972,23311.01825,0,38.87,-77.85
1568,34.0,F,1.0,74,35272.0,1,1,Rent,Local,1,0.0,20,Broker,1,5761.550988,5.0,Medium,22567.3823,8956.8459,0,39.96,-105.02
913,39.0,M,0.0,87,36622.0,1,1,Own,Local,0,0.0,0,Broker,0,5031.878499,5.0,Large,14706.8444,11153.57523,0,40.76,-80.32
20627,45.0,F,1.0,71,38071.0,1,0,Own,Parking Lot,0,0.0,3,Broker,0,6324.441756,4.0,Medium,30430.19161,21659.06464,0,42.64,-93.25
19477,57.0,M,1.0,66,40430.0,1,0,Own,Highway,1,1.0,15,Broker,0,6885.750167,7.0,Large,30148.89697,18973.61034,0,33.62,-112.0
11581,25.0,F,0.0,93,32180.0,1,1,Rent,Local,0,0.0,5,Broker,0,4958.518899,6.0,Compact,14987.6951,22405.72837,0,42.17,-94.1
2335,48.0,F,1.0,67,38708.0,0,0,Own,Local,2,0.0,22,Broker,1,5692.293117,6.0,Large,18057.25908,18223.48012,0,33.5,-112.03
20284,39.0,M,0.0,79,36637.0,1,0,Rent,Parking Lot,0,0.0,82,Phone,1,4233.988346,6.0,Compact,26084.09077,17925.06434,0,41.67,-93.24
25857,40.0,M,0.0,22,36874.0,0,1,Rent,Parking Lot,0,0.0,14,Broker,0,3978.317338,3.0,Large,75449.44422,25766.12814,1,39.69,-104.81
26349,43.0,F,1.0,87,37611.0,1,0,Own,Highway,0,0.0,79,Broker,0,2526.873599,4.0,Medium,37655.51459,6317.257974,0,33.51,-112.12
28140,43.0,M,0.0,26,37611.0,1,0,Rent,Local,1,0.0,2,Broker,1,7219.574,7.0,Compact,29179.49359,14783.42544,1,39.04,-77.48
16790,41.0,M,1.0,86,37120.0,0,1,Own,Parking Lot,0,0.0,100,Broker,1,5814.790835,2.0,Large,28289.88289,25509.13235,0,39.94,-105.06
2269,24.0,M,1.0,77,31776.0,1,0,Rent,Parking Lot,0,0.0,93,Online,0,5623.138874,8.0,Large,29332.83516,31002.70642,0,33.5,-112.08
17063,41.0,F,0.0,57,37120.0,1,0,Rent,Highway,1,1.0,6,Online,1,4237.346063,1.0,Compact,17737.61416,21498.17659,0,42.05,-93.69
25231,46.0,F,1.0,87,38266.0,1,1,Own,Local,1,1.0,5,Broker,0,7166.456798,8.0,Medium,39531.7982,10036.32764,0,33.31,-112.06
2152,32.0,F,1.0,84,34648.0,0,1,Rent,Parking Lot,0,1.0,73,Broker,0,5396.525414,3.0,Compact,50441.79676,17431.41739,0,39.85,-105.13
1335,38.0,M,0.0,63,36363.0,1,1,Rent,Highway,0,0.0,91,Broker,1,2356.252698,12.0,Large,8995.842084,37227.81856,1,33.5,-112.17
19702,22.0,F,1.0,76,30915.0,0,1,Rent,Local,0,0.0,0,Online,0,3522.260987,6.0,Medium,13199.18105,12870.52009,1,41.51,-93.48
12209,56.0,F,0.0,63,40246.0,0,1,Own,Parking Lot,0,0.0,22,Broker,0,2998.446578,8.0,Medium,15650.70626,37340.16544,0,40.58,-79.78
11972,23.0,M,0.0,71,31350.0,1,1,Rent,Highway,0,1.0,10,Phone,1,3053.200817,3.0,Compact,26160.91141,40069.94014,0,38.81,-77.9
3826,44.0,M,0.0,83,37847.0,1,1,Own,Parking Lot,1,0.0,13,Online,0,8320.114117,3.0,Compact,29357.22558,36257.92172,0,39.69,-104.81
9075,50.0,M,1.0,70,39117.0,1,0,Own,Parking Lot,0,0.0,48,Phone,1,5331.338954,4.0,Large,12087.75285,18786.23235,0,40.61,-80.25
6943,44.0,M,1.0,80,37858.0,1,0,Own,Local,0,1.0,32,Broker,1,2700.38966,7.0,Large,29985.90389,19164.63868,0,38.84,-77.44
3915,57.0,F,1.0,68,40435.0,1,0,Rent,Local,0,1.0,19,Phone,0,6861.62702,5.0,Compact,18382.11958,9557.529909,0,39.04,-77.48
15051,52.0,M,1.0,43,39518.0,1,1,Rent,Parking Lot,0,1.0,50,Broker,1,5762.666678,8.0,Medium,21312.77765,17610.77457,0,40.27,-79.8
69,41.0,F,1.0,81,37119.0,1,1,Own,Parking Lot,0,0.0,98,Phone,0,11074.49993,5.0,Medium,41916.15961,60022.57867,0,33.49,-112.16
16854,46.0,M,1.0,75,38281.0,1,0,Rent,Local,1,0.0,98,Broker,1,4172.906625,4.0,Compact,29360.85567,97705.68382,0,40.12,-79.86
5882,43.0,M,1.0,70,37603.0,0,1,Rent,Local,0,1.0,74,Phone,0,6244.140521,5.0,Medium,19723.32008,11026.82344,0,38.92,-77.35
20618,41.0,M,1.0,77,37131.0,1,0,Own,Parking Lot,0,0.0,88,Broker,1,3473.709859,3.0,Compact,17158.28933,37602.59145,0,39.66,-104.84
24441,32.0,M,1.0,58,34652.0,1,0,Own,Local,2,0.0,94,Broker,1,2314.076403,7.0,Medium,25498.86874,21164.43376,0,42.03,-94.14
27576,31.0,M,1.0,60,34354.0,0,0,Rent,Parking Lot,0,0.0,50,Broker,1,6358.14865,5.0,Compact,34411.81224,34503.93891,0,40.17,-79.86
10337,66.0,M,1.0,72,41890.0,1,0,Own,Parking Lot,1,0.0,84,Phone,1,6062.979192,3.0,Medium,33068.02985,35720.11734,0,33.44,-112.12
28888,55.0,M,1.0,83,40079.0,1,0,Own,Parking Lot,2,0.0,99,Phone,1,3930.065415,3.0,Large,38993.82391,22373.00224,0,39.36,-104.9
7129,53.0,F,1.0,92,39699.0,1,0,Own,Parking Lot,4,0.0,6,Online,1,4358.381823,7.0,Medium,42274.12531,14143.75937,0,33.63,-112.11
28167,37.0,F,1.0,74,36119.0,1,1,Rent,Highway,0,0.0,56,Broker,1,4712.23236,4.0,Medium,38797.65909,44003.21688,0,39.06,-77.39
12640,58.0,F,1.0,79,40620.0,0,1,Own,Local,1,0.0,4,Broker,1,6355.522032,6.0,Large,16797.22985,16103.23899,0,41.71,-93.62
9257,63.0,M,1.0,82,41442.0,1,1,Own,Local,1,0.0,92,Broker,0,4044.657165,3.0,Large,70447.57285,19391.18546,0,41.72,-93.6
1309,42.0,F,1.0,85,37370.0,0,1,Own,Highway,0,1.0,36,Broker,1,8407.502911,5.0,Compact,23395.40681,21086.40306,0,41.5,-94.64
14650,31.0,F,1.0,93,34338.0,1,1,Rent,Highway,2,0.0,23,Phone,1,8226.03787,4.0,Medium,9262.971545,20600.02675,0,40.63,-79.88
23045,30.0,F,0.0,69,34004.0,0,0,Rent,Local,0,0.0,8,Phone,0,4761.074216,2.0,Large,21116.71818,12404.22151,0,39.77,-105.09
1887,54.0,F,1.0,78,39877.0,0,0,Rent,Highway,0,1.0,96,Broker,0,4987.324475,5.0,Medium,8131.942708,38446.42529,0,39.88,-105.05
25621,24.0,M,0.0,79,31785.0,0,1,Rent,Local,1,1.0,50,Online,0,5357.415553,7.0,Compact,36923.04287,19339.45649,0,40.68,-80.25
4472,29.0,M,1.0,66,33670.0,1,1,Rent,Local,3,0.0,8,Phone,0,1883.937434,3.0,Large,16944.58238,29944.59019,0,40.37,-80.23
8447,33.0,F,1.0,67,34968.0,0,0,Own,Highway,0,0.0,51,Phone,0,4082.082527,5.0,Compact,16242.26438,12422.80302,0,39.77,-105.09
