,claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud,latitude,longitude,claim_year,claim_month,claim_day,claim_weekofyear,claim_weekday,claim_weekend,elapsed_time,rating_per_claim
15261,25418,52.0,M,0.0,70,39506.0,1,0,Own,85039,2016-01-27,Highway,1,0.0,75,Phone,1,4314.031241,7.0,Compact,23781.11837,silver,19826.691069999997,0,33.49,-112.28,2016,1,27,4,2,0,705,35.0
15262,25419,44.0,M,1.0,65,37835.0,0,0,Own,20102,2015-02-28,Parking Lot,0,0.0,38,Broker,1,4224.0208219999995,4.0,Large,31007.41518,blue,15509.65899,0,38.92,-77.35,2015,2,28,9,5,1,1038,65.0
15263,25420,44.0,F,0.0,63,37849.0,1,1,Rent,80041,2015-07-01,Local,1,0.0,100,Broker,1,2789.672905,2.0,Large,8496.787991,gray,7600.776666,0,39.69,-104.81,2015,7,1,27,2,0,915,31.5
15264,25421,21.0,F,1.0,66,30425.0,1,1,Rent,85051,2015-05-20,Highway,0,0.0,68,Online,0,8242.705317,6.0,Medium,38130.69676,other,18456.0577,0,33.55,-112.13,2015,5,20,21,2,0,957,66.0
15265,25423,44.0,F,0.0,57,37856.0,1,0,Own,15024,2016-05-01,Parking Lot,0,0.0,96,Phone,1,7120.997861,6.0,Medium,33814.86521,other,19613.0548,0,40.54,-79.8,2016,5,1,17,6,1,610,57.0
15266,25424,42.0,M,1.0,85,37376.0,1,1,Rent,20137,2015-06-01,Local,0,0.0,68,Online,0,3183.1562480000002,4.0,Large,15240.16101,other,22446.56713,0,38.81,-77.72,2015,6,1,23,0,0,945,85.0
15267,25425,48.0,F,0.0,95,38692.0,1,1,Own,15057,2016-02-03,Local,0,0.0,44,Phone,0,9584.234084,2.0,Medium,16221.774,red,14597.56217,0,40.37,-80.23,2016,2,3,5,2,0,698,95.0
15268,25427,49.0,M,1.0,88,38920.0,0,0,Rent,80033,2015-09-14,Highway,0,0.0,15,Phone,1,2427.676586,7.0,Large,37664.53522,silver,22249.7064,0,39.77,-105.09,2015,9,14,38,0,0,840,88.0
15269,25428,49.0,F,0.0,71,38897.0,0,1,Own,80005,2015-03-26,Local,2,0.0,1,Phone,1,1445.588961,3.0,Medium,15509.844869999999,gray,9595.613662,1,39.85,-105.13,2015,3,26,13,3,0,1012,23.666666666666668
15270,25429,68.0,M,0.0,71,42188.0,0,0,Own,50039,2016-03-09,Parking Lot,1,0.0,14,Online,1,5154.138615,8.0,Compact,50606.86735,black,13354.40948,0,41.85,-94.01,2016,3,9,10,2,0,663,35.5
15271,25430,50.0,M,1.0,51,39118.0,0,1,Rent,85019,2016-05-26,Highway,0,1.0,95,Broker,0,3111.10337,5.0,Compact,17228.87644,blue,21377.1041,0,33.5,-112.14,2016,5,26,21,3,0,585,51.0
15272,25433,36.0,F,1.0,85,35827.0,1,1,Rent,20149,2016-07-07,Parking Lot,0,0.0,100,Online,1,1771.555502,5.0,Large,36336.94271,black,16381.46109,0,39.04,-77.48,2016,7,7,27,3,0,543,85.0
15273,25434,72.0,F,1.0,76,42764.0,0,1,Own,50001,2016-01-23,Local,0,1.0,83,Phone,0,9501.721011,4.0,Compact,43946.78868,gray,12281.89818,0,41.36,-93.47,2016,1,23,3,5,1,709,76.0
15274,25435,62.0,F,1.0,84,41263.0,1,1,Rent,80047,2016-10-21,Local,0,0.0,64,Broker,1,3027.8628710000003,8.0,Medium,8837.296796999999,blue,25503.9541,0,39.69,-104.81,2016,10,21,42,4,0,437,84.0
15275,25438,60.0,M,1.0,99,40966.0,0,1,Own,20136,2015-07-22,Local,0,0.0,54,Phone,0,8918.040594,1.0,Medium,21561.57844,blue,28587.91256,0,38.74,-77.55,2015,7,22,30,2,0,894,99.0
15276,25439,31.0,M,1.0,46,34323.0,1,1,Own,15047,2015-04-18,Highway,0,0.0,69,Broker,0,4894.894993999999,5.0,Compact,34150.12893,gray,14217.429119999999,0,40.32,-79.81,2015,4,18,16,5,1,989,46.0
15277,25441,39.0,M,1.0,62,36613.0,1,1,Own,50059,2016-10-23,Parking Lot,0,0.0,54,Phone,1,4224.9699009999995,5.0,Medium,5769.184529,other,28049.79385,0,41.89,-94.33,2016,10,23,42,6,1,435,62.0
15278,25445,34.0,F,0.0,73,35271.0,1,0,Own,85042,2016-09-03,Local,0,0.0,96,Broker,1,9937.438501,3.0,Large,26635.54508,other,8697.934364,0,33.37,-112.03,2016,9,3,35,5,1,485,73.0
15279,25446,39.0,F,1.0,66,36649.0,1,0,Own,85008,2015-07-12,Parking Lot,0,0.0,12,Phone,0,4718.465906,4.0,Large,28802.79705,silver,23385.04292,0,33.46,-111.98,2015,7,12,28,6,1,904,66.0
15280,25448,44.0,M,1.0,81,37853.0,1,0,Own,20118,2016-10-03,Highway,0,0.0,1,Broker,1,6859.0915780000005,4.0,Large,17201.043830000002,white,18086.50598,0,38.97,-77.74,2016,10,3,40,0,0,455,81.0
15281,25449,37.0,F,1.0,94,36102.0,1,0,Rent,20102,2016-02-17,Local,0,0.0,43,Broker,1,4209.051959,3.0,Compact,39278.55616,blue,27009.129160000004,1,38.92,-77.35,2016,2,17,7,2,0,684,94.0
15282,25450,23.0,F,0.0,80,31358.0,1,0,Rent,50025,2016-12-24,Parking Lot,0,0.0,75,Online,0,2014.0411609999999,6.0,Compact,10421.35616,black,47686.346489999996,0,41.71,-94.92,2016,12,24,51,5,1,373,80.0
15283,25451,53.0,M,1.0,62,39697.0,1,0,Rent,15024,2016-06-01,Highway,5,0.0,28,Phone,1,4534.435309,5.0,Medium,19626.22939,white,13526.33575,0,40.54,-79.8,2016,6,1,22,2,0,579,10.333333333333334
15284,25452,29.0,M,0.0,66,33672.0,1,1,Rent,20146,2016-10-12,Highway,0,1.0,33,Online,0,3110.84337,9.0,Compact,31740.2067,other,43529.88029,0,39.04,-77.48,2016,10,12,41,2,0,446,66.0
15285,25453,40.0,M,0.0,78,36876.0,1,1,Own,50026,2015-04-20,Parking Lot,0,0.0,48,Online,1,5734.773797,4.0,Large,15697.385880000002,blue,27556.871369999997,0,41.84,-94.42,2015,4,20,17,0,0,987,78.0
15286,25455,22.0,M,1.0,71,30908.0,0,0,Rent,50028,2015-08-13,Highway,1,0.0,51,Online,1,7608.911678,6.0,Large,45885.05561,other,32069.219610000004,0,41.82,-93.15,2015,8,13,33,3,0,872,35.5
15287,25458,42.0,M,1.0,93,37372.0,1,1,Rent,15021,2015-01-14,Local,0,0.0,87,Phone,1,5143.539473,2.0,Medium,6370.763979,black,6899.207369,0,40.38,-80.39,2015,1,14,3,2,0,1083,93.0
15288,25461,27.0,M,1.0,53,32951.0,0,1,Rent,85065,2015-05-15,Parking Lot,0,0.0,32,Online,0,5570.73889,2.0,Large,21804.80376,black,18260.4856,0,33.43,-112.05,2015,5,15,20,4,0,962,53.0
15289,25463,36.0,F,1.0,91,35838.0,1,1,Rent,85071,2016-04-13,Local,0,0.0,87,Broker,1,2462.205075,5.0,Compact,34802.94925,red,26016.30255,1,33.59,-112.11,2016,4,13,15,2,0,628,91.0
15290,25465,41.0,F,1.0,76,37128.0,1,0,Rent,20119,2016-09-23,Parking Lot,1,0.0,69,Online,0,9087.412574,6.0,Large,27106.48438,gray,30752.43837,0,38.61,-77.64,2016,9,23,38,4,0,465,38.0
15291,25466,50.0,F,1.0,77,39107.0,1,1,Rent,15012,2015-09-19,Local,1,0.0,96,Phone,0,7251.103732,7.0,Compact,21420.526019999998,red,36135.34293,0,40.12,-79.86,2015,9,19,38,5,1,835,38.5
15292,25467,32.0,M,0.0,37,34656.0,1,1,Rent,85031,2016-01-08,Parking Lot,0,0.0,94,Broker,1,3734.8593060000003,3.0,Compact,39929.23056,silver,24211.14864,0,33.49,-112.16,2016,1,8,1,4,0,724,37.0
15293,25469,44.0,F,1.0,73,37821.0,1,1,Own,80034,2015-11-12,Highway,2,0.0,98,Online,1,5349.34014,2.0,Medium,34034.448860000004,blue,10035.296540000001,0,39.77,-105.09,2015,11,12,46,3,0,781,24.333333333333332
15294,25471,48.0,M,1.0,89,38716.0,0,1,Rent,15038,2016-03-04,Highway,0,0.0,97,Broker,1,2059.873523,1.0,Large,26128.86663,gray,32971.67823,0,40.25,-79.93,2016,3,4,9,4,0,668,89.0
15295,25472,55.0,M,1.0,88,40087.0,1,0,Rent,20148,2016-05-13,Parking Lot,2,0.0,87,Broker,1,5470.605006000001,4.0,Compact,35683.87772,blue,19642.50926,0,39.0,-77.52,2016,5,13,19,4,0,598,29.333333333333332
15296,25473,39.0,M,0.0,75,36637.0,0,0,Rent,50034,2015-02-08,Local,1,1.0,85,Broker,1,6181.121578,6.0,Large,13285.85716,other,14824.705080000002,0,42.47,-93.64,2015,2,8,6,6,1,1058,37.5
15297,25475,71.0,M,1.0,69,42625.0,1,1,Own,80004,2015-11-13,Local,0,1.0,25,Broker,1,3160.532922,3.0,Compact,37938.24905,gray,25509.65829,0,39.82,-105.1,2015,11,13,46,4,0,780,69.0
15298,25476,46.0,F,0.0,75,38294.0,1,1,Rent,20105,2015-08-04,Parking Lot,0,0.0,66,Broker,0,6646.6308850000005,4.0,Large,13224.90495,gray,11738.48682,0,38.97,-77.64,2015,8,4,32,1,0,881,75.0
15299,25477,23.0,M,0.0,79,31347.0,1,1,Rent,85064,2015-09-22,Local,0,0.0,2,Online,0,1311.777141,5.0,Medium,22445.69181,blue,10437.09312,0,33.5,-112.03,2015,9,22,39,1,0,832,79.0
15300,25478,23.0,M,0.0,66,31369.0,1,1,Rent,15009,2015-05-18,Parking Lot,0,0.0,50,Phone,1,4394.650151,5.0,Medium,12118.41563,white,21713.52748,0,40.69,-80.3,2015,5,18,21,0,0,959,66.0
15301,25480,43.0,F,1.0,92,37613.0,1,0,Rent,50012,2016-04-20,Highway,0,1.0,49,Broker,0,3070.4671280000002,5.0,Large,22880.98551,black,26606.600919999997,0,42.03,-93.65,2016,4,20,16,2,0,621,92.0
15302,25482,53.0,M,0.0,85,39694.0,0,1,Own,20151,2016-05-01,Local,2,0.0,2,Broker,1,3740.3623729999995,5.0,Medium,12132.14484,gray,35724.08472,0,38.9,-77.45,2016,5,1,17,6,1,610,28.333333333333332
15303,25484,39.0,F,1.0,89,36637.0,1,1,Own,85030,2016-03-29,Parking Lot,3,1.0,11,Broker,1,3547.8090399999996,11.0,Large,26187.69231,red,13234.40613,0,33.45,-112.07,2016,3,29,13,1,0,643,22.25
15304,25485,34.0,F,0.0,89,35256.0,1,0,Own,80024,2016-08-25,Parking Lot,1,0.0,73,Broker,1,4974.085917,5.0,Large,27550.970889999997,red,29908.276060000004,0,39.84,-104.92,2016,8,25,34,3,0,494,44.5
15305,25487,33.0,F,0.0,63,34981.0,0,1,Rent,80041,2016-11-16,Parking Lot,1,0.0,70,Online,1,5934.074444,2.0,Large,33828.34276,black,62179.80855,0,39.69,-104.81,2016,11,16,46,2,0,411,31.5
15306,25489,24.0,M,1.0,96,31795.0,0,1,Rent,85033,2015-03-01,Parking Lot,0,1.0,78,Online,1,8624.792217,5.0,Medium,32273.658139999996,gray,32951.43246,0,33.49,-112.21,2015,3,1,9,6,1,1037,96.0
15307,25490,79.0,M,0.0,88,43688.0,1,1,Own,50011,2016-09-13,Highway,0,0.0,85,Broker,0,8344.704611,4.0,Large,12096.845459999999,gray,15197.123269999998,0,42.02,-93.64,2016,9,13,37,1,0,475,88.0
15308,25493,40.0,F,1.0,73,36889.0,1,1,Own,50033,2015-10-09,Local,0,0.0,9,Broker,0,3501.684322,0.0,Compact,24305.531000000003,gray,10368.97405,0,41.36,-93.79,2015,10,9,41,4,0,815,73.0
15309,25494,43.0,M,1.0,87,37610.0,1,0,Own,50012,2016-03-12,Parking Lot,0,0.0,3,Broker,0,3044.1228929999997,4.0,Compact,11967.78604,gray,30185.15655,0,42.03,-93.65,2016,3,12,10,5,1,660,87.0
15310,25496,51.0,F,1.0,78,39332.0,1,0,Own,20117,2015-06-20,Local,0,0.0,1,Broker,1,5330.262868,5.0,Compact,8528.224004000002,blue,15638.60254,0,38.97,-77.73,2015,6,20,25,5,1,926,78.0
15311,25497,35.0,F,0.0,88,35551.0,1,1,Rent,80033,2015-06-05,Parking Lot,0,0.0,80,Phone,1,4908.749755,5.0,Compact,17680.02459,red,25423.98374,0,39.77,-105.09,2015,6,5,23,4,0,941,88.0
15312,25500,23.0,M,0.0,81,31359.0,1,0,Rent,15019,2016-02-28,Local,1,0.0,61,Online,1,6172.214242,6.0,Large,14617.67946,silver,28824.06437,1,40.42,-80.35,2016,2,28,8,6,1,673,40.5
15313,25502,25.0,F,1.0,16,32168.0,1,1,Own,20120,2016-04-23,Parking Lot,1,0.0,38,Phone,1,4488.1532369999995,8.0,Large,32676.19176,red,17842.61004,0,38.84,-77.44,2016,4,23,16,5,1,618,8.0
15314,25503,38.0,F,1.0,88,36389.0,1,1,Own,20121,2016-11-18,Local,0,0.0,65,Broker,1,2798.947048,5.0,Large,36525.591210000006,red,16297.35794,1,38.81,-77.46,2016,11,18,46,4,0,409,88.0
15315,25507,60.0,F,0.0,70,40944.0,1,0,Rent,80022,2015-01-17,Parking Lot,0,0.0,68,Phone,1,6422.048059000001,5.0,Medium,42018.161980000004,silver,38212.72034,0,39.88,-104.8,2015,1,17,3,5,1,1080,70.0
15316,25510,53.0,F,1.0,74,39712.0,1,1,Rent,50021,2015-04-30,Local,0,1.0,44,Broker,1,4050.962158,4.0,Medium,20617.962880000003,white,25841.050219999997,0,41.72,-93.6,2015,4,30,18,3,0,977,74.0
15317,25511,39.0,F,1.0,65,36644.0,1,1,Own,15020,2015-11-14,Local,0,0.0,100,Broker,0,1888.864203,5.0,Large,17168.86332,blue,48976.08005,0,40.23,-79.95,2015,11,14,46,5,1,779,65.0
15318,25512,48.0,F,1.0,97,38712.0,0,1,Rent,15015,2016-08-03,Local,0,0.0,5,Phone,1,7352.141926,3.0,Medium,16113.880819999998,white,37618.6033,0,40.63,-80.08,2016,8,3,31,2,0,516,97.0
15319,25513,45.0,M,0.0,68,38076.0,1,1,Rent,85023,2016-09-05,Highway,0,0.0,4,Broker,0,6603.702763,8.0,Large,18976.18725,other,17934.00385,1,33.63,-112.09,2016,9,5,36,0,0,483,68.0
15320,25516,51.0,F,1.0,69,39305.0,1,1,Own,15009,2015-07-12,Local,0,0.0,97,Broker,1,6425.110804999999,5.0,Compact,29699.46251,other,28829.668189999997,0,40.69,-80.3,2015,7,12,28,6,1,904,69.0
15321,25518,38.0,M,1.0,85,36376.0,1,0,Rent,20110,2015-10-13,Local,0,0.0,79,Broker,1,12092.51605,11.0,Large,19170.6273,silver,17547.708,0,38.74,-77.48,2015,10,13,42,1,0,811,85.0
15322,25528,38.0,F,1.0,81,36389.0,1,1,Rent,15001,2016-04-23,Highway,0,0.0,0,Phone,1,5788.595671,3.0,Medium,6551.0726,red,21183.80377,0,40.61,-80.25,2016,4,23,16,5,1,618,81.0
15323,25529,51.0,M,1.0,74,39322.0,1,1,Rent,85005,2016-07-10,Parking Lot,0,0.0,2,Broker,0,4805.305696,5.0,Medium,24660.11785,white,24004.11102,0,33.44,-112.12,2016,7,10,27,6,1,540,74.0
15324,25531,51.0,F,1.0,59,39333.0,1,1,Own,50032,2016-11-18,Highway,0,0.0,91,Phone,1,8087.384671,2.0,Medium,26061.29582,other,20875.36856,0,41.67,-93.54,2016,11,18,46,4,0,409,59.0
15325,25532,31.0,F,1.0,69,34345.0,0,1,Rent,80022,2015-05-06,Local,0,,1,Broker,1,6700.516813,4.0,Large,29567.80217,silver,11817.40843,0,39.88,-104.8,2015,5,6,19,2,0,971,69.0
15326,25533,21.0,M,1.0,84,30458.0,1,0,Rent,50007,2015-07-06,Local,3,0.0,46,Online,1,10487.21159,7.0,Compact,31485.63665,silver,42778.1789,0,41.81,-93.61,2015,7,6,28,0,0,910,21.0
15327,25534,57.0,F,1.0,69,40426.0,1,0,Rent,80103,2015-08-17,Local,0,1.0,0,Phone,1,3535.301136,5.0,Large,26896.644330000003,silver,13468.153180000001,0,39.71,-104.22,2015,8,17,34,0,0,868,69.0
15328,25535,43.0,M,0.0,73,37606.0,0,1,Own,85014,2015-01-21,Parking Lot,2,0.0,93,Broker,1,3517.7628369999998,5.0,Compact,37429.53569,white,12928.73983,0,33.5,-112.05,2015,1,21,4,2,0,1076,24.333333333333332
15329,25536,29.0,M,1.0,82,33679.0,1,1,Rent,80022,2015-08-16,Local,0,1.0,18,Online,0,2659.66931,4.0,Compact,10880.69627,black,63120.57745,0,39.88,-104.8,2015,8,16,33,6,1,869,82.0
15330,25538,53.0,M,0.0,66,39728.0,0,1,Own,80046,2015-09-05,Local,0,1.0,90,Broker,1,4606.1652890000005,9.0,Medium,18235.646940000002,other,7719.149001000001,0,39.69,-104.81,2015,9,5,36,5,1,849,66.0
15331,25539,34.0,M,0.0,71,35269.0,1,0,Own,50056,2015-09-01,Local,2,0.0,64,Broker,0,4360.77616,4.0,Compact,25298.14769,red,38315.15138,0,42.01,-93.31,2015,9,1,36,1,0,853,23.666666666666668
15332,25540,24.0,M,1.0,47,31772.0,1,0,Rent,20104,2016-11-07,Local,1,0.0,96,Online,1,8945.246542,6.0,Compact,9497.742737999999,other,27418.236269999998,0,38.92,-77.35,2016,11,7,45,0,0,420,23.5
15333,25541,61.0,M,1.0,85,41120.0,1,0,Rent,20115,2016-10-02,Local,0,0.0,99,Broker,1,6682.927283,4.0,Medium,18109.10139,white,17482.393219999998,0,38.87,-77.85,2016,10,2,39,6,1,456,85.0
15334,25542,30.0,M,0.0,90,34015.0,1,1,Rent,50047,2015-04-17,Parking Lot,0,0.0,2,Broker,1,7674.965912000001,4.0,Medium,31390.14087,white,14965.814569999999,0,41.51,-93.48,2015,4,17,16,4,0,990,90.0
15335,25543,40.0,F,1.0,51,36889.0,1,0,Own,20164,2016-02-09,Parking Lot,0,0.0,68,Phone,1,2203.8807739999997,8.0,Large,32346.00663,gray,36868.70353,0,39.0,-77.4,2016,2,9,6,1,0,692,51.0
15336,25544,42.0,M,0.0,67,37375.0,1,0,Own,80037,2015-02-22,Local,0,0.0,43,Online,0,6310.8859299999995,3.0,Medium,16160.895030000001,black,13524.70385,0,39.86,-104.86,2015,2,22,8,6,1,1044,67.0
15337,25546,59.0,F,1.0,84,40782.0,1,1,Own,50003,2015-08-28,Highway,0,0.0,50,Phone,0,2529.681141,2.0,Compact,18516.4913,silver,27063.52678,1,41.61,-94.02,2015,8,28,35,4,0,857,84.0
15338,25547,36.0,F,1.0,63,35832.0,1,1,Own,85005,2016-01-21,Local,0,0.0,10,Phone,1,2038.611409,5.0,Medium,24897.307569999997,black,8258.706656,0,33.44,-112.12,2016,1,21,3,3,0,711,63.0
15339,25548,52.0,F,1.0,84,39517.0,1,0,Rent,15025,2015-02-07,Highway,0,0.0,31,Phone,1,5216.169408,4.0,Medium,22446.2505,other,21632.238380000003,1,40.29,-79.88,2015,2,7,6,5,1,1059,84.0
15340,25549,46.0,F,1.0,86,38285.0,1,1,Own,50050,2016-02-08,Local,2,0.0,50,Phone,1,7616.034773,3.0,Medium,14188.675,silver,24256.30193,1,42.15,-94.47,2016,2,8,6,0,0,693,28.666666666666668
15341,25550,62.0,F,1.0,87,41263.0,1,1,Rent,20142,2016-03-27,Local,0,0.0,11,Broker,0,4732.978848,7.0,Compact,32623.33203,white,36016.77255,0,39.13,-77.77,2016,3,27,12,6,1,645,87.0
15342,25552,22.0,M,1.0,87,30907.0,1,1,Own,80017,2015-12-30,Highway,0,1.0,20,Online,1,4175.8638200000005,5.0,Compact,38192.78917,blue,22541.48096,0,39.7,-104.79,2015,12,30,53,2,0,733,87.0
15343,25553,49.0,M,0.0,36,38906.0,1,0,Own,85073,2016-09-20,Parking Lot,1,1.0,51,Broker,0,3478.724427,7.0,Compact,74300.6778,red,32931.78342,0,33.44,-112.07,2016,9,20,38,1,0,468,18.0
15344,25555,46.0,M,1.0,48,38294.0,1,0,Own,50023,2016-04-11,Highway,0,1.0,40,Phone,0,4124.503285,5.0,Medium,28235.460369999997,white,30261.5516,0,41.71,-93.62,2016,4,11,15,0,0,630,48.0
15345,25556,57.0,F,1.0,40,40425.0,1,1,Own,20120,2015-07-04,Highway,0,0.0,50,Phone,1,4712.1519020000005,7.0,Compact,18995.23012,other,18492.36084,0,38.84,-77.44,2015,7,4,27,5,1,912,40.0
15346,25557,47.0,M,1.0,65,38503.0,1,0,Rent,80020,2015-12-07,Local,0,0.0,82,Phone,0,8864.848999,6.0,Medium,11456.86305,other,56720.543860000005,0,39.94,-105.06,2015,12,7,50,0,0,756,65.0
15347,25558,39.0,F,0.0,83,36654.0,1,1,Own,80040,2016-06-04,Local,0,0.0,24,Broker,0,3845.052528,2.0,Medium,17876.67461,white,40968.81907,0,39.69,-104.81,2016,6,4,22,5,1,576,83.0
15348,25559,40.0,F,1.0,96,36889.0,1,1,Own,15042,2016-04-07,Local,0,0.0,64,Broker,0,5518.495343,5.0,Medium,6482.251364,other,47112.43413,0,40.68,-80.25,2016,4,7,14,3,0,634,96.0
15349,25561,53.0,M,1.0,70,39695.0,1,0,Rent,85075,2015-05-17,Local,2,1.0,81,Broker,1,1774.8398690000001,4.0,Medium,36161.74774,other,22594.94374,0,33.49,-112.21,2015,5,17,20,6,1,960,23.333333333333332
15350,25563,54.0,M,1.0,48,39890.0,1,1,Rent,15037,2015-12-22,Parking Lot,2,0.0,28,Online,1,5520.942673,5.0,Compact,16662.17957,blue,23254.59042,0,40.27,-79.88,2015,12,22,52,1,0,741,16.0
15351,25564,76.0,F,1.0,40,43304.0,0,1,Rent,85001,2015-10-01,Parking Lot,1,0.0,5,Broker,1,10764.25877,8.0,Compact,21261.70441,white,45365.45498,0,33.45,-112.06,2015,10,1,40,3,0,823,20.0
15352,25565,66.0,M,0.0,74,41897.0,1,1,Rent,20143,2016-06-30,Highway,0,1.0,100,Online,0,5668.625822999999,7.0,Large,21661.25561,blue,17068.40926,0,38.84,-77.56,2016,6,30,26,3,0,550,74.0
15353,25566,37.0,M,0.0,98,36089.0,1,0,Own,50050,2015-04-06,Local,0,0.0,9,Phone,0,4847.0168969999995,7.0,Large,24387.47438,black,12933.1303,1,42.15,-94.47,2015,4,6,15,0,0,1001,98.0
15354,25567,43.0,F,1.0,91,37617.0,1,1,Own,85027,2015-02-19,Parking Lot,0,0.0,34,Broker,1,3800.250415,4.0,Compact,52587.12167,black,22994.88886,0,33.68,-112.09,2015,2,19,8,3,0,1047,91.0
15355,25568,26.0,F,0.0,97,32583.0,1,1,Rent,85023,2016-12-18,Local,2,0.0,0,Broker,1,6571.8265200000005,4.0,Medium,8273.715685,gray,15924.008530000001,1,33.63,-112.09,2016,12,18,50,6,1,379,32.333333333333336
15356,25570,51.0,M,1.0,79,39310.0,1,1,Own,50032,2016-11-29,Local,0,0.0,97,Broker,1,3874.79263,1.0,Medium,43323.87232,black,14335.942930000001,0,41.67,-93.54,2016,11,29,48,1,0,398,79.0
15357,25572,52.0,F,1.0,87,39511.0,1,1,Rent,15031,2015-11-17,Local,0,1.0,38,Broker,0,3603.709911,10.0,Medium,28498.69968,black,6623.769071,0,40.35,-80.16,2015,11,17,47,1,0,776,87.0
15358,25576,31.0,F,1.0,92,34341.0,1,1,Rent,20118,2016-09-05,Parking Lot,0,0.0,70,Phone,1,2760.6076780000003,4.0,Compact,12787.077459999999,white,22392.69341,0,38.97,-77.74,2016,9,5,36,0,0,483,92.0
15359,25581,48.0,M,0.0,50,38727.0,1,0,Own,20152,2016-05-22,Local,1,0.0,3,Phone,0,4713.305095000001,3.0,Large,21975.130419999998,red,43143.0344,0,38.92,-77.5,2016,5,22,20,6,1,589,25.0
15360,25583,58.0,M,1.0,66,40590.0,1,0,Own,20151,2016-07-05,Local,2,0.0,82,Broker,1,2441.684392,4.0,Medium,21274.689130000002,silver,24184.64483,0,38.9,-77.45,2016,7,5,27,1,0,545,22.0
15361,25584,44.0,M,1.0,85,37833.0,1,0,Own,15007,2016-05-01,Highway,0,1.0,0,Phone,0,3135.111633,5.0,Medium,9045.6464,blue,6244.083528,0,40.65,-79.93,2016,5,1,17,6,1,610,85.0
15362,25585,52.0,F,1.0,76,39507.0,1,1,Own,20105,2016-08-05,Parking Lot,0,1.0,43,Broker,1,12097.7394,4.0,Compact,21832.87643,white,14961.8073,0,38.97,-77.64,2016,8,5,31,4,0,514,76.0
15363,25588,50.0,M,1.0,55,39127.0,1,0,Rent,20111,2016-03-01,Local,0,0.0,0,Broker,0,8155.977959000001,8.0,Medium,19138.13515,black,21630.401859999998,0,38.75,-77.43,2016,3,1,9,1,0,671,55.0
15364,25589,30.0,F,1.0,91,34007.0,1,0,Rent,15001,2015-01-03,Local,0,0.0,68,Phone,0,7642.149299,5.0,Medium,28859.817839999996,black,11328.64924,0,40.61,-80.25,2015,1,3,1,5,1,1094,91.0
15365,25592,31.0,M,1.0,89,34351.0,1,1,Rent,20132,2016-10-15,Local,0,0.0,69,Broker,1,4537.191205,4.0,Medium,29939.208469999998,white,33516.97324,0,39.13,-77.71,2016,10,15,41,5,1,443,89.0
15366,25593,35.0,F,0.0,90,35555.0,1,0,Rent,20130,2015-08-01,Highway,0,0.0,3,Broker,1,1257.119451,3.0,Medium,30898.84145,other,34054.38589,1,39.0,-77.95,2015,8,1,31,5,1,884,90.0
15367,25594,73.0,M,0.0,99,42902.0,1,1,Own,20106,2016-10-14,Local,0,0.0,89,Broker,1,2909.8033100000002,4.0,Large,37922.2182,gray,32809.64449,0,38.67,-77.99,2016,10,14,41,4,0,444,99.0
15368,25595,43.0,M,1.0,87,37606.0,1,0,Rent,50047,2015-12-21,Local,0,1.0,50,Phone,1,9574.69766,4.0,Large,44727.50605,white,4245.8112710000005,0,41.51,-93.48,2015,12,21,52,0,0,742,87.0
15369,25597,47.0,M,1.0,76,38503.0,1,1,Own,15059,2015-08-19,Local,2,0.0,92,Broker,1,3778.921086,3.0,Large,13792.921269999999,other,9397.276995,0,40.63,-80.45,2015,8,19,34,2,0,866,25.333333333333332
15370,25598,62.0,M,0.0,80,41276.0,1,0,Own,50001,2015-12-13,Parking Lot,0,0.0,9,Broker,1,7463.300712,8.0,Medium,21570.69616,other,20645.323269999997,0,41.36,-93.47,2015,12,13,50,6,1,750,80.0
15371,25600,32.0,F,1.0,60,34663.0,0,1,Rent,85041,2016-06-27,Local,2,0.0,45,Phone,1,5401.415448,1.0,Compact,33067.32404,blue,60269.203239999995,1,33.38,-112.11,2016,6,27,26,0,0,553,20.0
15372,25602,56.0,F,1.0,66,40245.0,0,0,Rent,85019,2016-01-05,Highway,0,0.0,99,Phone,0,2007.310757,5.0,Large,21382.94854,other,25342.83925,0,33.5,-112.14,2016,1,5,1,1,0,727,66.0
15373,25603,57.0,F,0.0,82,40439.0,0,0,Rent,20117,2016-10-22,Parking Lot,0,0.0,6,Broker,1,5898.052635,2.0,Large,17373.01969,other,18012.3009,1,38.97,-77.73,2016,10,22,42,5,1,436,82.0
15374,25605,39.0,M,0.0,93,36624.0,0,0,Own,20139,2016-10-21,Parking Lot,0,0.0,96,Broker,0,4290.216112,4.0,Large,27716.538139999997,gray,20336.91446,0,38.66,-77.7,2016,10,21,42,4,0,437,93.0
15375,25606,54.0,F,1.0,97,39904.0,1,1,Rent,80005,2015-09-16,Local,0,1.0,38,Phone,1,7524.610237000001,4.0,Medium,9084.087749,red,25857.75736,1,39.85,-105.13,2015,9,16,38,2,0,838,97.0
